Farbe	Kommentar	Dokumentgruppe	Dokumentname	Code	Anfang	Ende	Gewicht	Segment	Bearbeitet von	Bearbeitet am	Erstellt von	Erstellt am	Fläche	Abdeckungsgrad %
?			Aperol_pilot_01_02_expert_A_cam1	speaking time\student	0:10:18,4	0:10:19,8	0		empshiwi	15.10.2020 09:21:04	empshiwi	15.10.2020 09:21:04	00:00:01,4	0,16
?			Aperol_pilot_01_02_expert_A_cam1	speaking time\teacher	0:10:19,8	0:10:23,2	0		empshiwi	15.10.2020 09:21:13	empshiwi	15.10.2020 09:21:13	00:00:03,3	0,39
?			Aperol_pilot_01_02_expert_A_cam1	speaking time\student	0:10:21,4	0:10:21,9	0		empshiwi	15.10.2020 09:21:19	empshiwi	15.10.2020 09:21:19	00:00:00,4	0,05
?			Aperol_pilot_01_02_expert_A_cam1	disturbance\clicking pen	0:10:25,8	0:10:36,0	0		empshiwi	15.10.2020 09:22:09	empshiwi	15.10.2020 09:22:09	00:00:10,2	1,18
?			Aperol_pilot_01_02_expert_A_cam1	speaking time\teacher	0:10:34,2	0:10:34,9	0		empshiwi	15.10.2020 09:22:21	empshiwi	15.10.2020 09:22:21	00:00:00,7	0,08
?			Aperol_pilot_01_02_expert_A_cam1	disturbance\clicking pen\reacted	0:10:34,2	0:10:34,9	0		empshiwi	15.10.2020 09:22:28	empshiwi	15.10.2020 09:22:28	00:00:00,7	0,08
?			Aperol_pilot_01_02_expert_A_cam1	disturbance\clicking pen\reacted\verbal	0:10:34,2	0:10:34,9	0		empshiwi	15.10.2020 09:22:30	empshiwi	15.10.2020 09:22:30	00:00:00,7	0,08
?			Aperol_pilot_01_02_expert_A_cam1	disturbance\clicking pen\perceived	0:10:25,8	0:10:26,0	0		empshiwi	15.10.2020 09:22:51	empshiwi	15.10.2020 09:22:51	00:00:00,2	0,02
?			Aperol_pilot_01_02_expert_A_cam1	speaking time\student	0:10:34,9	0:10:35,5	0		empshiwi	15.10.2020 09:23:03	empshiwi	15.10.2020 09:23:03	00:00:00,5	0,07
?			Aperol_pilot_01_02_expert_A_cam1	speaking time\teacher	0:10:35,5	0:10:36,6	0		empshiwi	15.10.2020 09:23:20	empshiwi	15.10.2020 09:23:20	00:00:01,0	0,12
?			Aperol_pilot_01_02_expert_A_cam1	speaking time\student	0:10:36,7	0:10:37,3	0		empshiwi	15.10.2020 09:23:31	empshiwi	15.10.2020 09:23:31	00:00:00,6	0,07
?			Aperol_pilot_01_02_expert_A_cam1	speaking time\teacher	0:10:47,6	0:10:51,9	0		empshiwi	15.10.2020 09:24:04	empshiwi	15.10.2020 09:24:04	00:00:04,2	0,49
?			Aperol_pilot_01_02_expert_A_cam1	speaking time\teacher	0:10:59,3	0:11:00,6	0		empshiwi	15.10.2020 09:24:36	empshiwi	15.10.2020 09:24:36	00:00:01,2	0,14
?			Aperol_pilot_01_02_expert_A_cam1	speaking time\teacher	0:11:04,8	0:11:07,5	0		empshiwi	15.10.2020 09:25:00	empshiwi	15.10.2020 09:25:00	00:00:02,6	0,30
?			Aperol_pilot_01_02_expert_A_cam1	speaking time\teacher	0:11:14,9	0:11:17,2	0		empshiwi	15.10.2020 09:25:15	empshiwi	15.10.2020 09:25:15	00:00:02,2	0,27
?			Aperol_pilot_01_02_expert_A_cam1	speaking time\student	0:11:17,7	0:11:31,9	0		empshiwi	15.10.2020 09:26:14	empshiwi	15.10.2020 09:26:14	00:00:14,2	1,65
?			Aperol_pilot_01_02_expert_A_cam1	speaking time\teacher	0:11:32,4	0:11:41,1	0		empshiwi	15.10.2020 09:26:32	empshiwi	15.10.2020 09:26:32	00:00:08,6	1,00
?			Aperol_pilot_01_02_expert_A_cam1	speaking time\student	0:11:42,5	0:11:44,0	0		empshiwi	15.10.2020 09:26:42	empshiwi	15.10.2020 09:26:42	00:00:01,4	0,17
?			Aperol_pilot_01_02_expert_A_cam1	speaking time\teacher	0:11:44,5	0:11:45,2	0		empshiwi	15.10.2020 09:26:48	empshiwi	15.10.2020 09:26:48	00:00:00,6	0,07
?			Aperol_pilot_01_02_expert_A_cam1	speaking time\teacher	0:11:45,8	0:11:54,0	0		empshiwi	15.10.2020 09:27:26	empshiwi	15.10.2020 09:27:26	00:00:08,1	0,94
?			Aperol_pilot_01_02_expert_A_cam1	speaking time\student	0:11:54,0	0:11:58,8	0		empshiwi	15.10.2020 09:28:47	empshiwi	15.10.2020 09:28:47	00:00:04,8	0,56
?			Aperol_pilot_01_02_expert_A_cam1	speaking time\teacher	0:11:58,8	0:11:59,2	0		empshiwi	15.10.2020 09:28:33	empshiwi	15.10.2020 09:28:33	00:00:00,3	0,04
?			Aperol_pilot_01_02_expert_A_cam1	speaking time\student	0:11:59,2	0:12:16,7	0		empshiwi	15.10.2020 09:29:01	empshiwi	15.10.2020 09:29:01	00:00:17,4	2,02
?			Aperol_pilot_01_02_expert_A_cam1	speaking time\teacher	0:12:11,1	0:12:12,0	0		empshiwi	15.10.2020 09:29:30	empshiwi	15.10.2020 09:29:30	00:00:00,9	0,12
?			Aperol_pilot_01_02_expert_A_cam1	speaking time\teacher	0:12:16,8	0:12:25,4	0		empshiwi	15.10.2020 09:30:05	empshiwi	15.10.2020 09:30:05	00:00:08,5	0,99
?			Aperol_pilot_01_02_expert_A_cam1	speaking time\student	0:12:25,5	0:12:30,8	0		empshiwi	15.10.2020 09:30:32	empshiwi	15.10.2020 09:30:32	00:00:05,2	0,61
?			Aperol_pilot_01_02_expert_A_cam1	speaking time\teacher	0:12:30,8	0:12:31,6	0		empshiwi	15.10.2020 09:30:46	empshiwi	15.10.2020 09:30:46	00:00:00,7	0,08
?			Aperol_pilot_01_02_expert_A_cam1	speaking time\student	0:12:31,6	0:12:39,8	0		empshiwi	15.10.2020 09:31:32	empshiwi	15.10.2020 09:31:32	00:00:08,1	0,94
?			Aperol_pilot_01_02_expert_A_cam1	speaking time\teacher	0:12:49,8	0:12:56,1	0		empshiwi	15.10.2020 09:33:01	empshiwi	15.10.2020 09:33:01	00:00:06,2	0,72
?			Aperol_pilot_01_02_expert_A_cam1	speaking time\student	0:12:56,6	0:13:13,1	0		empshiwi	15.10.2020 09:33:50	empshiwi	15.10.2020 09:33:50	00:00:16,5	1,91
?			Aperol_pilot_01_02_expert_A_cam1	speaking time\teacher	0:13:13,1	0:13:13,9	0		empshiwi	15.10.2020 09:36:02	empshiwi	15.10.2020 09:36:02	00:00:00,7	0,08
?			Aperol_pilot_01_02_expert_A_cam1	speaking time\student	0:13:14,5	0:13:15,4	0		empshiwi	15.10.2020 09:36:16	empshiwi	15.10.2020 09:36:16	00:00:00,8	0,10
?			Aperol_pilot_01_02_expert_A_cam1	speaking time\teacher	0:13:15,4	0:13:16,4	0		empshiwi	15.10.2020 09:36:27	empshiwi	15.10.2020 09:36:27	00:00:01,0	0,12
?			Aperol_pilot_01_02_expert_A_cam1	speaking time\student	0:13:16,5	0:13:17,7	0		empshiwi	15.10.2020 09:36:48	empshiwi	15.10.2020 09:36:48	00:00:01,2	0,14
?			Aperol_pilot_01_02_expert_A_cam1	speaking time\teacher	0:13:17,9	0:13:20,7	0		empshiwi	15.10.2020 09:37:00	empshiwi	15.10.2020 09:37:00	00:00:02,8	0,32
?			Aperol_pilot_01_02_expert_A_cam1	speaking time\student	0:13:21,9	0:13:23,4	0		empshiwi	15.10.2020 09:37:11	empshiwi	15.10.2020 09:37:11	00:00:01,4	0,16
?			Aperol_pilot_01_02_expert_A_cam1	speaking time\student	0:13:23,8	0:13:26,5	0		empshiwi	15.10.2020 09:37:25	empshiwi	15.10.2020 09:37:25	00:00:02,6	0,31
?			Aperol_pilot_01_02_expert_A_cam1	speaking time\teacher	0:13:26,5	0:13:27,9	0		empshiwi	15.10.2020 09:37:39	empshiwi	15.10.2020 09:37:39	00:00:01,4	0,17
